label,full_name,dateA,priceA,dateB,priceB,height,weight,body_mass_index,foot,age,position,Successful Long Passes,Ground Duels lost,Aerial Duels won,Interceptions,Foul Attempted Tackle,Total Passes,Successful Passes Opposition Half,Duels won,Shots On Target,Total Losses Of Possession,Clean Sheets,Rightside Passes,Unsuccessful Short Passes,Successful Short Passes,Successful Crosses & Corners,Blocks,Throw Ins to Own Player,Ground Duels won,Ground Duels,Goals Conceded Inside Box,Time Played,Duels lost,Unsuccessful Crosses open play,Successful Crosses open play,Appearances,Goals Conceded,Handballs conceded,Total Tackles,Goals from Inside Box,PutThrough/Blocked Distribution,Tackles Won,Successful Dribbles,Duels,Total Fouls Conceded,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Recoveries,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Total Clearances,Forward Passes,Index,Headed Goals,Starts,Total Fouls Won,Backward Passes,Unsuccessful Long Passes,Substitute Off,Total Touches In Opposition Box,Touches,Key Passes,Tackles Lost,Successful Passes Own Half,Unsuccessful Launches,Aerial Duels,Unsuccessful Passes Own Half,Open Play Passes,Goals,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Total Unsuccessful Passes,Successful Launches,Successful Lay-offs,Total Shots,Total Successful Passes,Shots Off Target,Games Played,Home Goals,Away Goals,Winning Goal,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Blocked Shots,Goals Conceded Outside Box,Fifty Fifty,Right Foot Goals,Goals from Outside Box,Goal Assists,Unsuccessful lay-offs,Successful Fifty Fifty,Leftside Passes,Assists,Offsides,Unsuccessful Corners into Box,Through balls,Corners Taken,Penalties Taken,Left Foot Goals,Penalty Goals Conceded,Penalty Goals,Attempts from Set Pieces,Set Pieces Goals,Successful Corners into Box,Penalties Conceded,Foul Won Penalty,Hit Woodwork,Second Goal Assists,GK Successful Distribution,Goal Kicks,Clearances Off the Line,Penalties Off Target,Own Goal Scored,GK Unsuccessful Distribution,Last Man Tackle,Other Goals
2,Simon Augustin Falette,2021,3750000,2022,350000,1.85,89,26.004,1,31,1,19.0,8.0,12.0,8.0,2.0,421,127.0,26,1.0,51.0,,154.0,25.0,355,,6.0,4.0,14.0,22.0,10,578,16.0,,,8,11.0,,7.0,,4.0,7.0,2.0,42,5.0,360,1.0,28,,30.0,19.0,178.0,10,,6.0,5.0,29,22.0,,4.0,487,2.0,,247,7.0,20.0,17.0,407.0,,8.0,3.0,,,,47.0,1.0,,3.0,374,2.0,8,,,0,2.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,60.0,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,
2,Zinedine Ferhat,2021,6500000,2022,3500000,1.83,77,22.993,2,30,2,13.0,52.0,13.0,8.0,2.0,548,274.0,66,4.0,219.0,1.0,122.0,100.0,422,9.0,1.0,36.0,53.0,105.0,25,1051,64.0,37.0,6.0,23,27.0,1.0,20.0,1.0,23.0,13.0,14.0,130,11.0,424,9.0,57,22.0,134.0,12.0,141.0,10,,12.0,19.0,153,13.0,8.0,38.0,819,12.0,7.0,170,7.0,25.0,27.0,536.0,1.0,12.0,32.0,48.0,3.0,17.0,113.0,1.0,4.0,14.0,435,10.0,23,0.0,1.0,0,2.0,,,,11.0,1.0,2.0,,1.0,,2.0,,,132.0,2.0,7.0,8.0,2.0,16.0,,,7.0,,,,4.0,,1.0,1.0,,,,,,,,,
2,Efecan Karaca,2019,1750000,2020,1750000,1.69,58,20.307,2,34,2,37.0,102.0,14.0,12.0,15.0,932,514.0,140,10.0,331.0,3.0,110.0,135.0,735,21.0,4.0,13.0,126.0,228.0,39,2250,127.0,42.0,14.0,27,47.0,3.0,26.0,5.0,38.0,13.0,26.0,267,26.0,750,18.0,113,32.0,163.0,11.0,202.0,10,1.0,27.0,74.0,266,25.0,13.0,87.0,1370,28.0,13.0,279,12.0,39.0,48.0,910.0,5.0,25.0,57.0,51.0,5.0,11.0,160.0,1.0,28.0,16.0,772,6.0,27,3.0,2.0,1,4.0,,,,,3.0,8.0,,3.0,,6.0,4.0,,354.0,6.0,11.0,9.0,2.0,17.0,3.0,1.0,4.0,3.0,,,7.0,,1.0,,,,,,,,,,
2,Ziya Erdal,2021,150000,2022,100000,1.73,73,24.391,1,35,1,35.0,24.0,12.0,24.0,4.0,610,244.0,53,,144.0,1.0,229.0,52.0,485,5.0,1.0,109.0,41.0,65.0,18,1042,36.0,13.0,5.0,17,21.0,1.0,25.0,,28.0,12.0,4.0,89,8.0,503,16.0,64,3.0,76.0,21.0,256.0,10,,12.0,12.0,79,38.0,2.0,2.0,901,7.0,13.0,281,14.0,24.0,29.0,586.0,,12.0,7.0,15.0,19.0,4.0,90.0,4.0,,,520,,17,,,0,4.0,,,,5.0,,3.0,,,,,,,46.0,,,2.0,,3.0,,,4.0,,,,,1.0,,,,,,,,,,,
2,Henry Chukwuemeka Onyekuru,2019,15000000,2020,9000000,1.75,70,22.857,2,26,3,7.0,91.0,4.0,15.0,5.0,299,174.0,65,29.0,244.0,2.0,130.0,71.0,212,1.0,,10.0,61.0,152.0,22,1957,104.0,9.0,1.0,28,26.0,3.0,15.0,8.0,19.0,6.0,20.0,169,17.0,214,8.0,63,48.0,77.0,,55.0,10,1.0,24.0,26.0,89,9.0,18.0,109.0,639,24.0,9.0,46,1.0,17.0,12.0,294.0,8.0,13.0,75.0,9.0,,13.0,80.0,2.0,5.0,43.0,219,14.0,28,4.0,4.0,1,5.0,,,,4.0,3.0,4.0,,6.0,,2.0,,,25.0,1.0,35.0,,2.0,1.0,1.0,1.0,5.0,1.0,,,,,2.0,2.0,,,,,,,,,
1,Jesse Tamunobaraboye Sekidika,2020,600000,2021,1250000,1.74,68,22.46,2,27,3,15.0,40.0,9.0,10.0,4.0,209,118.0,39,6.0,108.0,,76.0,39.0,147,7.0,,2.0,30.0,70.0,16,799,45.0,17.0,7.0,13,16.0,,12.0,1.0,11.0,9.0,11.0,84,11.0,162,6.0,40,10.0,58.0,7.0,56.0,10,,9.0,7.0,63,8.0,6.0,24.0,364,11.0,3.0,51,3.0,14.0,14.0,209.0,1.0,5.0,18.0,25.0,,4.0,47.0,1.0,1.0,11.0,162,5.0,13,0.0,1.0,0,1.0,,,,4.0,7.0,,,1.0,,1.0,2.0,,14.0,1.0,5.0,7.0,5.0,7.0,,,3.0,,,,,,,,,,,,,,,,
2,Umut Dilan Bozok,2019,5750000,2020,1250000,1.78,70,22.093,3,27,3,7.0,51.0,9.0,2.0,9.0,284,149.0,48,12.0,108.0,,67.0,55.0,217,1.0,2.0,,39.0,90.0,12,871,76.0,1.0,1.0,24,13.0,2.0,12.0,3.0,15.0,9.0,10.0,124,21.0,214,4.0,40,6.0,53.0,3.0,39.0,10,,8.0,17.0,95,5.0,7.0,45.0,424,17.0,3.0,76,1.0,34.0,8.0,274.0,5.0,25.0,25.0,1.0,,6.0,60.0,,12.0,21.0,224,9.0,24,3.0,2.0,2,3.0,,,,16.0,5.0,1.0,,4.0,2.0,,3.0,,83.0,,10.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
1,Seyed Majid Hosseini,2021,1250000,2022,2500000,1.87,78,22.305,2,27,1,85.0,32.0,41.0,21.0,11.0,1172,300.0,87,2.0,161.0,4.0,233.0,78.0,942,,19.0,4.0,46.0,78.0,23,1814,61.0,3.0,,22,31.0,,33.0,2.0,13.0,22.0,9.0,148,16.0,987,10.0,92,1.0,98.0,68.0,465.0,10,2.0,22.0,4.0,60,67.0,3.0,12.0,1390,8.0,11.0,727,19.0,70.0,50.0,1129.0,2.0,29.0,2.0,3.0,,2.0,145.0,11.0,1.0,6.0,1027,4.0,22,2.0,0.0,0,6.0,1.0,1.0,,,3.0,8.0,,,,1.0,,,414.0,1.0,1.0,,1.0,,,,3.0,,,,,1.0,,1.0,,6.0,6.0,2.0,,,,,
2,Bernard Mensah,2021,3000000,2022,2000000,1.81,73,22.283,2,29,2,58.0,124.0,14.0,16.0,39.0,974,426.0,122,14.0,253.0,1.0,365.0,94.0,798,3.0,5.0,4.0,108.0,232.0,29,1769,140.0,7.0,1.0,26,41.0,1.0,33.0,5.0,25.0,19.0,34.0,262,50.0,821,17.0,138,26.0,107.0,20.0,241.0,10,1.0,20.0,41.0,159,24.0,14.0,37.0,1361,15.0,14.0,433,1.0,30.0,31.0,935.0,5.0,16.0,62.0,20.0,,13.0,118.0,1.0,14.0,30.0,856,16.0,26,2.0,3.0,2,6.0,,,,6.0,17.0,12.0,,4.0,,3.0,1.0,,209.0,3.0,,10.0,2.0,15.0,4.0,,6.0,4.0,3.0,,2.0,,,2.0,,,,,,,,,
1,Fatih Aksoy,2021,2250000,2022,3000000,1.89,79,22.116,2,26,1,60.0,62.0,30.0,19.0,16.0,1279,393.0,106,4.0,251.0,4.0,337.0,154.0,1008,,14.0,41.0,76.0,138.0,35,1803,84.0,8.0,,25,38.0,1.0,53.0,,29.0,31.0,8.0,190,31.0,1019,10.0,138,6.0,130.0,52.0,536.0,10,,23.0,16.0,84,57.0,9.0,12.0,1571,2.0,22.0,675,12.0,52.0,89.0,1223.0,,22.0,8.0,8.0,9.0,,211.0,3.0,1.0,6.0,1068,2.0,25,,,0,3.0,,,,2.0,1.0,3.0,,,,,,,322.0,,,,4.0,,,,6.0,,,,,3.0,,,1.0,9.0,10.0,,,,1.0,,
2,Davide Biraschi,2021,2250000,2022,1500000,1.82,73,22.038,2,29,1,57.0,71.0,38.0,31.0,16.0,885,256.0,111,3.0,388.0,1.0,46.0,137.0,587,5.0,20.0,156.0,73.0,144.0,46,2208,92.0,18.0,5.0,26,54.0,2.0,41.0,2.0,42.0,21.0,11.0,203,38.0,605,21.0,136,14.0,164.0,66.0,461.0,10,2.0,25.0,21.0,115,104.0,6.0,11.0,1460,5.0,20.0,393,37.0,59.0,95.0,842.0,2.0,21.0,25.0,18.0,71.0,4.0,241.0,13.0,,9.0,644,6.0,26,1.0,1.0,0,4.0,1.0,,1.0,1.0,1.0,8.0,,,,,,,263.0,,,,1.0,,,,7.0,,,,,2.0,,,,9.0,9.0,,,,,,
2,Cenk Tosun,2021,4750000,2022,2250000,1.83,78,23.291,3,32,3,12.0,82.0,53.0,3.0,14.0,441,214.0,122,31.0,229.0,2.0,126.0,107.0,307,4.0,4.0,3.0,69.0,151.0,14,1768,129.0,17.0,4.0,30,18.0,1.0,29.0,13.0,27.0,22.0,12.0,251,28.0,311,14.0,59,9.0,117.0,13.0,104.0,10,3.0,20.0,28.0,124,15.0,14.0,119.0,763,18.0,7.0,109,1.0,100.0,22.0,433.0,14.0,47.0,36.0,17.0,1.0,15.0,122.0,2.0,13.0,62.0,319,31.0,30,7.0,7.0,2,3.0,1.0,,1.0,10.0,12.0,4.0,,9.0,1.0,3.0,4.0,,87.0,2.0,13.0,,3.0,,4.0,2.0,1.0,3.0,6.0,,,,2.0,2.0,,,,,,,,,
2,Mahmut Tekdemir,2021,850000,2022,600000,1.78,72,22.724,2,35,2,67.0,55.0,7.0,25.0,17.0,1068,425.0,75,1.0,237.0,6.0,241.0,117.0,829,3.0,6.0,2.0,68.0,123.0,15,1836,63.0,10.0,2.0,24,18.0,3.0,30.0,,36.0,13.0,2.0,138,27.0,847,19.0,137,9.0,135.0,32.0,314.0,10,,21.0,36.0,192,55.0,4.0,20.0,1335,16.0,17.0,474,11.0,15.0,47.0,1010.0,,8.0,22.0,10.0,,2.0,172.0,5.0,12.0,6.0,896,5.0,24,,,0,8.0,2.0,2.0,,3.0,5.0,3.0,,,,,1.0,,321.0,,2.0,,1.0,1.0,,,3.0,,,,1.0,,,,,6.0,7.0,2.0,,,1.0,,
1,Andrea Bertolacci,2021,1750000,2022,2250000,1.79,75,23.408,1,32,2,18.0,37.0,4.0,5.0,15.0,467,202.0,47,2.0,142.0,,120.0,78.0,348,5.0,2.0,1.0,43.0,80.0,15,945,41.0,5.0,4.0,19,17.0,,8.0,1.0,18.0,5.0,7.0,88,17.0,347,2.0,63,7.0,88.0,9.0,182.0,10,,12.0,28.0,58,23.0,11.0,18.0,608,15.0,3.0,169,2.0,8.0,22.0,445.0,1.0,4.0,14.0,9.0,,4.0,101.0,,12.0,9.0,366,7.0,19,0.0,1.0,0,4.0,,,,7.0,,2.0,,,,2.0,1.0,,107.0,2.0,,4.0,1.0,8.0,,1.0,3.0,,,,2.0,,,,,,,,,,,,
2,Ebrima Colley,2021,4250000,2022,3000000,1.8,70,21.605,2,23,2,11.0,70.0,5.0,19.0,9.0,433,220.0,65,9.0,234.0,,34.0,87.0,322,13.0,,6.0,60.0,130.0,21,1439,81.0,41.0,12.0,25,27.0,2.0,16.0,1.0,28.0,10.0,19.0,146,23.0,331,13.0,93,22.0,112.0,5.0,77.0,10,,18.0,25.0,131,13.0,15.0,51.0,735,14.0,6.0,126,1.0,16.0,29.0,431.0,1.0,11.0,37.0,41.0,1.0,9.0,100.0,2.0,8.0,15.0,333,6.0,25,0.0,1.0,0,3.0,1.0,,1.0,7.0,8.0,6.0,,1.0,,6.0,3.0,,191.0,6.0,5.0,,3.0,2.0,,,3.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,
1,Sacha Boey,2021,2000000,2022,3250000,1.78,70,22.093,2,23,1,37.0,122.0,64.0,48.0,21.0,1160,550.0,195,9.0,442.0,12.0,59.0,178.0,883,25.0,7.0,295.0,131.0,253.0,19,2534,159.0,68.0,25.0,29,22.0,1.0,76.0,1.0,54.0,49.0,30.0,354,46.0,894,27.0,179,34.0,243.0,59.0,492.0,10,,29.0,25.0,209,62.0,2.0,56.0,2047,26.0,27.0,395,37.0,101.0,65.0,1134.0,1.0,37.0,60.0,68.0,29.0,17.0,240.0,11.0,3.0,20.0,920,11.0,29,1.0,0.0,0,8.0,1.0,1.0,,,5.0,3.0,,,,4.0,,,400.0,4.0,2.0,,3.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,
1,Samet Akaydin,2021,200000,2022,3000000,1.9,83,22.992,2,29,1,90.0,65.0,92.0,56.0,18.0,1877,480.0,183,4.0,282.0,6.0,379.0,153.0,1534,,17.0,,91.0,156.0,30,2752,108.0,,,31,36.0,3.0,57.0,2.0,18.0,35.0,8.0,291,39.0,1556,9.0,193,1.0,146.0,121.0,677.0,10,1.0,31.0,27.0,183,100.0,2.0,32.0,2269,7.0,22.0,1144,31.0,135.0,107.0,1799.0,2.0,43.0,13.0,,,3.0,253.0,3.0,1.0,17.0,1624,13.0,31,1.0,1.0,0,7.0,,,,,6.0,6.0,,1.0,,,,,638.0,,,,,,,,6.0,,,,,,,1.0,,1.0,1.0,,,,,,
1,Stelios Kitsiou,2021,650000,2022,750000,1.73,70,23.389,2,30,1,25.0,108.0,16.0,29.0,21.0,779,337.0,140,9.0,358.0,5.0,57.0,119.0,586,11.0,9.0,219.0,124.0,232.0,30,2412,123.0,45.0,11.0,29,31.0,,71.0,1.0,72.0,53.0,20.0,263,28.0,598,34.0,131,22.0,160.0,60.0,320.0,10,,28.0,33.0,184,49.0,4.0,63.0,1562,16.0,18.0,285,36.0,31.0,53.0,764.0,1.0,15.0,52.0,45.0,48.0,18.0,168.0,5.0,2.0,21.0,611,12.0,29,1.0,0.0,0,10.0,1.0,1.0,,1.0,11.0,1.0,,1.0,,2.0,,,218.0,2.0,2.0,,1.0,,,,5.0,,1.0,,,,1.0,2.0,,,,2.0,,1.0,,,
1,Samed Onur,2021,400000,2022,550000,1.75,67,21.878,1,21,2,1.0,3.0,1.0,,,41,19.0,8,2.0,12.0,,3.0,6.0,32,,,1.0,7.0,10.0,4,66,6.0,,,6,4.0,,2.0,,3.0,2.0,,14,,31,3.0,7,2.0,7.0,1.0,15.0,10,,,5.0,8,2.0,,,65,2.0,,14,,4.0,2.0,38.0,,3.0,2.0,1.0,,,8.0,,,2.0,33,,6,,,0,,,,,6.0,,,,,,,,,15.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
2,Enner Remberto Valencia Lastra,2020,3000000,2021,1800000,1.77,74,23.62,2,34,3,13.0,146.0,39.0,10.0,10.0,532,323.0,175,42.0,343.0,2.0,173.0,110.0,398,5.0,1.0,17.0,136.0,282.0,26,2110,200.0,26.0,5.0,29,28.0,12.0,25.0,28.0,49.0,17.0,49.0,375,39.0,394,14.0,58,54.0,130.0,,89.0,10,3.0,26.0,63.0,151,11.0,12.0,179.0,1075,19.0,8.0,93,3.0,93.0,17.0,515.0,28.0,54.0,104.0,26.0,2.0,37.0,121.0,,9.0,72.0,411,30.0,29,19.0,9.0,5,3.0,1.0,1.0,,3.0,14.0,2.0,,23.0,,5.0,3.0,,119.0,3.0,19.0,,,4.0,13.0,2.0,4.0,12.0,1.0,,,,4.0,3.0,1.0,,,,1.0,,,,
2,Tarkan Serbest,2021,700000,2022,650000,1.84,79,23.334,2,29,2,20.0,8.0,8.0,10.0,,360,88.0,16,,56.0,2.0,93.0,28.0,292,,3.0,1.0,8.0,16.0,11,647,17.0,1.0,,11,12.0,,6.0,,5.0,3.0,2.0,33,2.0,304,3.0,41,,30.0,26.0,139.0,10,,8.0,,23,20.0,2.0,2.0,431,,3.0,224,11.0,17.0,19.0,352.0,,9.0,1.0,1.0,,1.0,48.0,4.0,,,312,,11,,,0,1.0,,,,3.0,,1.0,,,,,,,105.0,,,,,,,,1.0,,,,,,,,,3.0,3.0,3.0,,,,,
2,Mbaye Diagne,2021,2500000,2022,1750000,1.91,86,23.574,2,32,3,14.0,63.0,61.0,2.0,6.0,447,144.0,110,36.0,232.0,2.0,133.0,138.0,290,1.0,5.0,2.0,49.0,112.0,39,2244,130.0,3.0,1.0,30,46.0,6.0,6.0,19.0,16.0,4.0,12.0,240,27.0,235,5.0,50,11.0,112.0,30.0,79.0,10,4.0,25.0,31.0,147,5.0,11.0,109.0,743,11.0,2.0,161,3.0,128.0,34.0,377.0,20.0,67.0,42.0,3.0,,15.0,143.0,,22.0,57.0,304,21.0,30,11.0,9.0,4,5.0,,,,5.0,8.0,7.0,,13.0,1.0,5.0,9.0,,88.0,2.0,14.0,,1.0,,2.0,3.0,4.0,2.0,3.0,,,,1.0,,,,,,,,,,
1,Ezgjan Alioski,2021,4500000,2022,7500000,1.73,63,21.05,1,31,1,16.0,33.0,10.0,8.0,7.0,472,227.0,54,1.0,128.0,1.0,164.0,56.0,384,7.0,1.0,88.0,44.0,77.0,10,847,50.0,24.0,7.0,17,10.0,2.0,18.0,1.0,20.0,13.0,2.0,104,12.0,385,5.0,42,4.0,78.0,5.0,161.0,10,,9.0,24.0,130,16.0,6.0,15.0,710,10.0,5.0,180,6.0,27.0,20.0,456.0,1.0,17.0,16.0,26.0,4.0,3.0,72.0,1.0,1.0,6.0,400,5.0,17,1.0,0.0,0,1.0,,,,8.0,1.0,,,,,,,,17.0,,4.0,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,
2,Muhammet Demir,2021,1750000,2022,1250000,1.8,74,22.84,2,31,3,6.0,78.0,34.0,1.0,8.0,340,161.0,112,15.0,199.0,2.0,101.0,84.0,244,,,,78.0,156.0,9,1413,126.0,,,21,10.0,3.0,20.0,5.0,16.0,11.0,22.0,238,21.0,227,8.0,41,19.0,76.0,7.0,74.0,10,3.0,17.0,36.0,98,6.0,15.0,79.0,613,21.0,9.0,89,,82.0,14.0,317.0,6.0,48.0,55.0,,,9.0,90.0,,14.0,31.0,250,16.0,21,4.0,2.0,3,2.0,,,,4.0,7.0,1.0,,3.0,1.0,,1.0,,67.0,,6.0,,4.0,,1.0,,2.0,1.0,1.0,,,,,3.0,,,,,,,,,
2,Lucas Rodrigo Biglia,2021,1250000,2022,750000,1.78,64,20.199,2,37,2,53.0,76.0,17.0,26.0,17.0,1042,451.0,99,2.0,149.0,3.0,295.0,82.0,884,3.0,6.0,4.0,82.0,158.0,16,1520,92.0,4.0,2.0,23,17.0,1.0,51.0,,26.0,20.0,6.0,191,29.0,895,20.0,130,5.0,82.0,28.0,287.0,10,,17.0,25.0,147,23.0,7.0,6.0,1293,12.0,31.0,489,3.0,33.0,31.0,1000.0,,16.0,15.0,8.0,,,105.0,1.0,11.0,6.0,937,4.0,23,,,0,6.0,,,,6.0,2.0,1.0,,,,,,,313.0,,,4.0,4.0,5.0,,,5.0,,2.0,,1.0,1.0,,,,,,,,,,,
1,Tomislav Glumac,2021,200000,2022,300000,1.94,86,22.85,1,32,1,107.0,48.0,107.0,39.0,19.0,1189,288.0,152,5.0,223.0,1.0,345.0,117.0,870,1.0,26.0,,45.0,93.0,35,2294,92.0,,1.0,26,38.0,2.0,29.0,2.0,20.0,16.0,,244,39.0,938,15.0,111,,133.0,146.0,512.0,10,2.0,26.0,16.0,85,95.0,1.0,35.0,1532,3.0,13.0,690,25.0,151.0,79.0,1143.0,2.0,44.0,1.0,,,3.0,212.0,7.0,,16.0,977,11.0,26,1.0,1.0,0,7.0,1.0,1.0,,,2.0,3.0,,,,,,,247.0,,3.0,,1.0,,,,6.0,,,,,2.0,1.0,2.0,,5.0,5.0,,,1.0,,1.0,
2,Mame Biram Diouf,2021,1500000,2022,1250000,1.85,79,23.083,2,36,3,3.0,35.0,81.0,2.0,6.0,247,101.0,108,27.0,135.0,,51.0,89.0,152,,1.0,2.0,27.0,62.0,24,1429,90.0,2.0,,25,26.0,3.0,12.0,8.0,9.0,8.0,5.0,198,17.0,136,5.0,24,6.0,84.0,15.0,69.0,10,5.0,15.0,12.0,64,3.0,5.0,109.0,430,11.0,4.0,54,1.0,136.0,10.0,228.0,9.0,55.0,19.0,2.0,,10.0,92.0,1.0,5.0,44.0,155,17.0,25,0.0,9.0,2,,1.0,,1.0,10.0,12.0,2.0,,3.0,1.0,1.0,3.0,,63.0,1.0,16.0,,,,1.0,1.0,7.0,1.0,,,,,1.0,,,,,,,,,,
2,Welinton Souza Silva,2022,1250000,2023,550000,1.81,81,24.725,2,34,1,47.0,28.0,31.0,14.0,9.0,592,136.0,60,2.0,129.0,2.0,107.0,61.0,427,,3.0,3.0,29.0,57.0,6,768,43.0,4.0,,12,8.0,,21.0,,12.0,15.0,,103,18.0,456,10.0,60,,91.0,32.0,230.0,10,,8.0,8.0,48,57.0,1.0,11.0,713,2.0,6.0,338,19.0,46.0,31.0,569.0,,15.0,,4.0,,1.0,118.0,7.0,,7.0,474,5.0,12,,,0,4.0,1.0,,1.0,4.0,1.0,2.0,,,,,,,207.0,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,
2,Gedson Carvalho Fernandes,2019,21000000,2020,16000000,1.83,71,21.201,2,24,2,28.0,151.0,13.0,24.0,30.0,1054,506.0,235,8.0,334.0,7.0,311.0,149.0,848,8.0,2.0,9.0,222.0,373.0,20,2484,174.0,11.0,3.0,31,25.0,,91.0,1.0,68.0,62.0,61.0,409,51.0,857,43.0,197,26.0,157.0,10.0,238.0,10,,27.0,70.0,242,29.0,8.0,44.0,1618,21.0,29.0,378,13.0,36.0,45.0,1032.0,1.0,23.0,63.0,24.0,1.0,15.0,178.0,,23.0,16.0,876,8.0,31,0.0,1.0,1,6.0,,,,4.0,12.0,5.0,,1.0,,4.0,1.0,,263.0,4.0,1.0,8.0,3.0,14.0,,,2.0,,,,4.0,1.0,1.0,,1.0,,,,,,,,
1,Bright Osayi-Samuel,2021,3250000,2022,8250000,1.75,72,23.51,2,26,1,9.0,65.0,10.0,11.0,7.0,528,252.0,75,3.0,174.0,2.0,42.0,72.0,440,4.0,4.0,114.0,65.0,130.0,18,1150,71.0,16.0,4.0,22,19.0,2.0,17.0,,26.0,10.0,22.0,146,18.0,433,7.0,96,22.0,65.0,17.0,169.0,10,,10.0,26.0,133,7.0,4.0,24.0,883,10.0,7.0,201,3.0,16.0,30.0,512.0,,6.0,40.0,16.0,14.0,9.0,79.0,2.0,,5.0,449,2.0,22,,,0,6.0,,,,12.0,,1.0,,,,,,,184.0,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,
1,Rayyan Baniya,2021,150000,2022,400000,1.94,85,22.585,2,24,1,65.0,40.0,32.0,24.0,8.0,1246,161.0,99,4.0,190.0,3.0,165.0,93.0,1010,,11.0,2.0,67.0,107.0,33,1979,53.0,,,22,40.0,3.0,43.0,2.0,17.0,29.0,6.0,152,26.0,1038,9.0,112,5.0,98.0,88.0,450.0,10,,22.0,18.0,119,78.0,1.0,16.0,1516,1.0,14.0,914,36.0,45.0,73.0,1206.0,2.0,13.0,9.0,,,,171.0,7.0,,9.0,1075,5.0,22,2.0,0.0,0,4.0,,,,,,7.0,,1.0,,,,,512.0,,,,,,,1.0,5.0,,,,,,,2.0,,12.0,12.0,,,1.0,,,
1,Konrad Hubert Michalak,2021,750000,2022,1500000,1.76,61,19.693,2,26,2,4.0,62.0,3.0,3.0,7.0,277,165.0,63,1.0,170.0,,44.0,52.0,216,8.0,4.0,,60.0,122.0,15,1415,69.0,32.0,8.0,23,17.0,2.0,16.0,,31.0,9.0,16.0,132,15.0,219,14.0,42,25.0,79.0,1.0,53.0,10,,18.0,29.0,108,5.0,17.0,60.0,527,10.0,7.0,63,2.0,10.0,11.0,275.0,,7.0,40.0,33.0,,13.0,57.0,,2.0,10.0,220,9.0,23,,,0,2.0,,,,5.0,7.0,2.0,,,,,,,72.0,,5.0,,,,,,6.0,,,,,1.0,2.0,1.0,,,,,,,,,
1,Dimitrios Goutas,2021,600000,2022,2750000,1.89,81,22.676,3,29,1,107.0,34.0,76.0,51.0,8.0,1362,308.0,150,4.0,314.0,6.0,334.0,131.0,977,,28.0,3.0,74.0,108.0,41,2594,78.0,2.0,,30,46.0,1.0,52.0,,17.0,35.0,5.0,228,17.0,1043,13.0,154,3.0,195.0,127.0,567.0,10,,29.0,19.0,77,147.0,1.0,33.0,1748,6.0,17.0,776,49.0,120.0,85.0,1313.0,,44.0,9.0,2.0,1.0,1.0,278.0,11.0,1.0,19.0,1084,15.0,30,,,0,4.0,,,,1.0,1.0,5.0,,,,2.0,,,384.0,2.0,1.0,,1.0,,,,4.0,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,
2,Rayane Aabid,2021,1750000,2022,750000,1.78,71,22.409,1,31,2,49.0,38.0,,6.0,8.0,762,331.0,46,1.0,175.0,1.0,215.0,74.0,604,3.0,,8.0,46.0,84.0,27,1328,42.0,14.0,1.0,21,29.0,,19.0,,17.0,11.0,12.0,88,12.0,626,9.0,105,8.0,93.0,4.0,235.0,10,,14.0,15.0,126,35.0,9.0,7.0,929,8.0,8.0,325,7.0,4.0,34.0,733.0,,4.0,20.0,18.0,1.0,1.0,109.0,,9.0,7.0,653,6.0,21,,,0,1.0,,,,7.0,4.0,2.0,,,,,1.0,,186.0,,,4.0,3.0,13.0,,,2.0,,,,3.0,,,,,,,,,,,,
2,Artem Dzyuba,2020,10000000,2021,10000000,1.96,91,23.688,2,35,3,2.0,32.0,32.0,,1.0,202,83.0,49,11.0,143.0,,70.0,93.0,105,,2.0,,17.0,49.0,6,718,63.0,1.0,,9,7.0,,4.0,8.0,11.0,2.0,5.0,112,7.0,102,5.0,12,3.0,89.0,18.0,58.0,71,1.0,9.0,8.0,37,2.0,7.0,54.0,318,6.0,2.0,24,1.0,63.0,7.0,196.0,8.0,31.0,23.0,1.0,1.0,,95.0,1.0,5.0,15.0,107,4.0,9,3.0,5.0,4,1.0,,,,,2.0,1.0,,5.0,,4.0,2.0,,37.0,1.0,7.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
